db_id,query,question,hardness,lang
abstimmungsvorlagen_seit_1971,"SELECT thema, SUM(anzahl_abstimmungsvorlagen) as vorlagen_pro_thema
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND jahr BETWEEN 1990 AND 2000
GROUP BY thema
ORDER BY vorlagen_pro_thema DESC
LIMIT 1;
"," Welches Thema hatte die meisten Volksabstimmungen in den Jahren 1990 bis 2000?
",unknown,de
abstimmungsvorlagen_seit_1971,"SELECT MIN(jahr) as erstes_jahr
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Sozialpolitik%';
"," Wann gab es die erste Volksabstimmungen ueber Sozialpolitik?
",unknown,de
abstimmungsvorlagen_seit_1971,"SELECT SUM(anzahl_abstimmungsvorlagen) as anzahl_abstimmungen_bildung
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Bildung%';
"," Wieviele Abstimmung gab es insgesamt zu Bildungsthemen?
",unknown,de
abstimmungsvorlagen_seit_1971,"SELECT COUNT(jahr) as anzahl_jahre_aussenpolitik
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Aussenpolitik%';
"," In wievielen Jahren gab es Volksabstimmungen zum Thema Aussenpolitik?
",unknown,de
abstimmungsvorlagen_seit_1971,"SELECT jahr
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Sicherheit%'
ORDER BY jahr DESC;
"," In welchen Jahren war Sicherheit ein Thema bei Volksabstimmungen?
",extra,de
arztpraxen_ambulante_zentren,"SELECT SUM(anzahl_beschaeftigte) as beschaeftigte_in_einzel_praxen_in_bern_2019
FROM arztpraxen_ambulante_zentren as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de LIKE '%Bern%' AND S.canton = 'TRUE'
AND T.rechtsform LIKE '%Einzel%' AND T.jahr = 2019;
"," Wieviele Beschäftigte waren in Artpraxen, die als Einzelunternehmen im Kanton Bern registriert sind, in 2019 tätig?
",unknown,de
arztpraxen_ambulante_zentren,"SELECT S.name_de AS kanton,
  ROUND(100 * SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' THEN T.anzahl_beschaeftigte ELSE 0 END) /
        NULLIF(SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%total%' THEN anzahl_beschaeftigte ELSE 0 END), 0), 2) as prozent_aerzte_in_einzelpraxen_2021
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND T.jahr = 2021
GROUP BY S.name_de
ORDER BY prozent_aerzte_in_einzelpraxen_2021 DESC LIMIT 5;
"," In welchen fünf Kantonen hatte es 2021 den grössten Prozentsatz an Ärzten in Einzelpraxen, wie gross war der Prozentsatz jeweils?
",unknown,de
arztpraxen_ambulante_zentren,"SELECT
  ROUND(100 * SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' THEN T.anzahl_beschaeftigte ELSE 0 END) /
        NULLIF(SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%total%' THEN T.anzahl_beschaeftigte ELSE 0 END), 0), 2) as prozentsatz_aerzte_ueber_65_in_einzelpraxen
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND T.altersgruppe LIKE '%65%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND T.jahr = 2021;
"," Wieviel Prozent der Ärtze über 65 bevorzugten 2021 Einzelpraxen gegenüber anderen Rechtsformen?
",unknown,de
arztpraxen_ambulante_zentren,"SELECT
  SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' AND T.geschlecht = 'Frauen' THEN T.anzahl_beschaeftigte ELSE 0 END) /
      NULLIF(SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' AND T.geschlecht = 'Frauen' THEN T.anzahl_vollzeitaquivalente ELSE 0 END), 0)
      AS einzelpraxen_aerztinnen_pro_vollzeitequivalent,
  SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' AND T.geschlecht = 'Frauen' THEN T.anzahl_beschaeftigte ELSE 0 END) /
      NULLIF(SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%andere%' AND T.geschlecht = 'Frauen' THEN T.anzahl_vollzeitaquivalente ELSE 0 END), 0)
      AS andere_rechtsformen_aerztinnen_pro_vollzeitequivalent,
  SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' AND T.geschlecht = 'Männer' THEN T.anzahl_beschaeftigte ELSE 0 END) /
      NULLIF(SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' AND T.geschlecht = 'Männer' THEN T.anzahl_vollzeitaquivalente ELSE 0 END), 0)
      AS einzelpraxen_aerzte_pro_vollzeitequivalent,
  SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%einzel%' AND T.geschlecht = 'Männer' THEN T.anzahl_beschaeftigte ELSE 0 END) /
      NULLIF(SUM(CASE WHEN LOWER(T.rechtsform) LIKE '%andere%' AND T.geschlecht = 'Männer' THEN T.anzahl_vollzeitaquivalente ELSE 0 END), 0)
      AS andere_rechtsformen_aerzte_pro_vollzeitequivalent
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND T.jahr = 2021;
"," Wieviel Personen arbeiteten 2021 im Durchschnitt auf einem Vollzeitaquivalent pro Rechtsform? Berechne das Ergebnis getrennt nach Geschlecht
",unknown,de
arztpraxen_ambulante_zentren,"SELECT S.name_de AS kanton,
  ROUND(100 * SUM(CASE WHEN T.geschlecht = 'Frauen' THEN T.anzahl_beschaeftigte ELSE 0 END) /
        NULLIF(SUM(CASE WHEN LOWER(T.geschlecht) LIKE '%total%' THEN T.anzahl_beschaeftigte ELSE 0 END), 0), 2)
        AS prozent_weibliche_arzte
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND LOWER(T.rechtsform) LIKE '%total%'
  AND T.jahr = 2021
GROUP BY S.name_de
ORDER BY prozent_weibliche_arzte DESC LIMIT 3;
"," Welcher Kanton hatte 2017 den grössten Anteil weiblicher Ärzte in Prozent?
",unknown,de
arztpraxen_ambulante_zentren,"SELECT SUM(T.anzahl_beschaeftigte) AS anzahl_aerzte_kanton_zurich, T.altersgruppe
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE' AND S.name_de LIKE '%Zürich%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND LOWER(T.rechtsform) LIKE '%total%'
  AND T.jahr = 2019
GROUP BY S.name_de, T.altersgruppe
ORDER BY anzahl_aerzte_kanton_zurich DESC;
"," Wieviele Ärzte arbeiteten 2019 im Kanton Zürich und wie verteilen sie sich auf Altersklassen?
",unknown,de
arztpraxen_ambulante_zentren,"SELECT S.name_de AS kanton,
  SUM(T.anzahl_beschaeftigte) AS anzahl_aerztinnen
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND T.geschlecht = 'Frauen'
  AND LOWER(T.rechtsform) LIKE '%total%'
  AND T.jahr = 2021
GROUP BY S.name_de
ORDER BY anzahl_aerztinnen ASC LIMIT 1;
"," Welcher Kanton hatte 2021 die wenigsten weiblichen Ärzte und wieviele waren es?
",unknown,de
nationalratswahlen,"SELECT T.partei AS staerkeste_partei_2019,
  T.anzahl_fiktive_wahlende
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.partei != 'Übrige'
AND T.anzahl_fiktive_wahlende IS NOT NULL AND T.jahr = 2019
ORDER BY anzahl_fiktive_wahlende DESC LIMIT 1;
"," Welche Partei hatte 2019 am meisten Wàhler (inklusive fiktive Wähler) in der Schweiz?
",unknown,de
nationalratswahlen,"SELECT S.name_de as kanton, T.parteistarke_in_prozent AS parteistaerke_fdp_2019
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE' AND partei = 'FDP'
AND T.parteistarke_in_prozent IS NOT NULL AND T.jahr = 2019
ORDER BY parteistaerke_fdp_2019 DESC LIMIT 1;
"," In welchem Kanton war die FDP 2019 prozentual am stàrksten und wie stark war sie dort?
",unknown,de
nationalratswahlen,"SELECT T.jahr, T.parteistarke_in_prozent AS partei_staerke_fdp_appenzell_ausserhoden
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE' AND S.name_de LIKE '%Appenzell Ausserrhoden'
AND T.partei = 'FDP'
AND T.parteistarke_in_prozent IS NOT NULL
ORDER BY parteistarke_in_prozent ASC LIMIT 1;
"," In welchem Jahr hatte die FDP das schwàchste Ergebnis in Prozent im Kanton Appenzell Ausserrhoden? Und wie schwach war es?
",unknown,de
nationalratswahlen,"SELECT S.name_de as kanton, T.parteistarke_in_prozent, T.jahr, T.partei
FROM nationalratswahlen as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
AND T.parteistarke_in_prozent IS NOT NULL
ORDER BY T.parteistarke_in_prozent DESC LIMIT 5;
"," Wann, in welchen Kantonen und welche Partei hatten das beste Ergebnis und wie hoch war es jeweils prozentual? Liste die 5 höchsten Ergenisse auf.
",unknown,de
nationalratswahlen,"SELECT T.partei, T.parteistarke_in_prozent
FROM nationalratswahlen AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE T.parteistarke_in_prozent IS NOT NULL
  AND T.jahr = 2019
  AND S.canton = 'TRUE' AND S.name_de LIKE '%Glarus%';
"," Welche Parteien standen 2019 im Kanton Glarus zur Wahl und welche prozentuale Stärke hatten sie?
",unknown,de
nationalratswahlen,"SELECT T.partei,
  COUNT(CASE WHEN T.parteistarke_in_prozent IS NOT NULL AND S.canton = 'TRUE' THEN 1 ELSE NULL END) AS anzahl_kantone_wo_partei_aktiv_ist,
  MAX(CASE WHEN S.country = 'TRUE' THEN T.parteistarke_in_prozent ELSE NULL END) AS parteistarke_schweiz
FROM nationalratswahlen AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2019
  AND S.canton = 'TRUE' OR S.country = 'TRUE'
GROUP BY T.partei
ORDER BY anzahl_kantone_wo_partei_aktiv_ist DESC;
"," In wievielen Kantonen waren die Parteien 2019 jeweils aktiv und bei welcher Parteistärke schweizweit?
",unknown,de
nationalratswahlen,"SELECT SUM(T.anzahl_parteistimmen) / SUM(T.anzahl_fiktive_wahlende) AS faktor_nationalratswahlen, S.name_de
FROM nationalratswahlen AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2019
  AND S.canton = 'TRUE'
GROUP BY S.name_de
ORDER BY faktor_nationalratswahlen DESC;
"," Zeige das Verhältnis Parteistimmen zu fiktiven Wählenden für alle Kantone, Stand 2019. Sortiere nach der Grösse des Faktors.
",unknown,de
median_strompreis_per_kanton,"SELECT T.verbrauchskategorie, T.verbrauchskategorie_beschreibung,
T.energieprodukt,
T.mittlerer_preis_rappen_pro_kwh * 1000 / 100 as preis_franken_fur_1000_kwh_bern_2017_2_zimmerwohnung
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de LIKE '%Bern%'
    AND S.canton = 'TRUE'
    AND T.jahr = 2017
    AND T.verbrauchskategorie_beschreibung LIKE '%2 - Zimmerwohnung%'
    AND T.verbrauchskategorie_grosse_kwh_pro_jahr >= 1000;
"," Wie viel zahle ich in CHF für 1000 kWh bei einer 2-Zimmer-Wohnung im Kanton Bern im Jahr 2017?
",unknown,de
median_strompreis_per_kanton,"SELECT S.name_de as kanton, T.jahr, T.verbrauchskategorie, T.energieprodukt
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND T.jahr = 2021
    AND T.energieprodukt = 'Standardprodukt'
    AND T.verbrauchskategorie = 'C3'
GROUP BY S.name_de, T.jahr, T.verbrauchskategorie, T.energieprodukt, T.mittlerer_preis_rappen_pro_kwh
ORDER BY T.mittlerer_preis_rappen_pro_kwh DESC LIMIT 1;
"," Welches ist der Kanton mit dem höchsten Preis für 1000 kWh im Jahr 2021 für das Standardstromprodukt der Kategorie C3?
",unknown,de
median_strompreis_per_kanton,"SELECT DISTINCT(S.name)
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND T.jahr = 2022
    AND T.verbrauchskategorie_grosse_kwh_pro_jahr = (SELECT MAX(verbrauchskategorie_grosse_kwh_pro_jahr) FROM median_strompreis_per_kanton)
    AND T.mittlerer_preis_rappen_pro_kwh < 13;
"," In welchen Kantonen liegen die Strompreise für die Kategorie der Grossverbraucher im Jahr 2022 unter 13 Rappen pro Kilowattstunde?
",extra,de
median_strompreis_per_kanton,"SELECT S.name
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND T.jahr=(SELECT MAX(jahr) FROM median_strompreis_per_kanton)
    AND T.verbrauchskategorie = 'H3'
GROUP BY T.jahr, S.name, T.mittlerer_preis_rappen_pro_kwh
ORDER BY T.mittlerer_preis_rappen_pro_kwh ASC LIMIT 1;
"," Welcher Kanton kann nach den neuesten Informationen den günstigsten Strom für die Kategorie H3 anbieten?
",extra,de
median_strompreis_per_kanton,"SELECT T.verbrauchskategorie, MIN(T.mittlerer_preis_rappen_pro_kwh)
FROM median_strompreis_per_kanton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de LIKE '%Genf%'
    AND S.canton = 'TRUE'
    AND T.jahr = 2012
    AND T.verbrauchskategorie LIKE '%C_%'
GROUP BY T.verbrauchskategorie, T.jahr, T.mittlerer_preis_rappen_pro_kwh
ORDER BY T.mittlerer_preis_rappen_pro_kwh ASC;
"," Wie hoch waren die Preise für das günstigste verfügbare Stromprodukt für alle Unternehmenskategorien im Kanton Genf im Jahr 2012?
",extra,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT aufgabenbereich_cofog_grobgliederung as ausgaben_bereich_mit_den_hoechsten_ausgaben_2020
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE institutioneller_sektor = 'Staat' AND jahr = 2020
GROUP BY aufgabenbereich_cofog_grobgliederung
ORDER BY SUM(ausgaben_in_mio_chf) DESC LIMIT 1;
"," Welche Teilung hatte im Jahr 2020 die höchsten Staatsausgaben?
",unknown,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT SUM(prozent_der_gesamtausgaben) as prozent_der_gesamtausgaben_fur_bildung
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE institutioneller_sektor = 'Staat'
    AND jahr = 2021
    AND aufgabenbereich_cofog_grobgliederung = 'Bildungswesen';
"," Wie viel Prozent des Staat Budgets gab im Jahr 2021 fur Bildung aus?
",unknown,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT t1.jahr, t1.aufgabenbereich_cofog_feingliederung, t1.ausgaben_in_mio_chf
FROM staatsausgaben_nach_aufgabenbereichen_cofog AS t1
INNER JOIN (
    SELECT jahr, SUM(ausgaben_in_mio_chf) AS tot_spending
    FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE LOWER(aufgabenbereich_cofog_feingliederung) LIKE '%religion%'
      AND institutioneller_sektor = 'Kantone'
    GROUP BY jahr
    ORDER BY tot_spending DESC LIMIT 1
) t2 ON t1.jahr = t2.jahr
WHERE LOWER(aufgabenbereich_cofog_feingliederung) LIKE '%religion%'
  AND t1.institutioneller_sektor = 'Kantone';
"," Wie hoch waren die religionsbezogenen Ausgaben der Kantone im Jahr ihres Höchststandes?
",unknown,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT SUM(ausgaben_in_mio_chf) as ausgaben_in_mio_chf, institutioneller_sektor
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE jahr = 2018 AND aufgabenbereich_cofog_grobgliederung = 'Umweltschutz'
GROUP BY institutioneller_sektor
ORDER BY SUM(ausgaben_in_mio_chf) ASC;
"," Wie viel hat jeder institutionelle Sektor im Jahr 2018 für den Umweltschutz ausgegeben?
",unknown,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT ausgaben_in_mio_chf, aufgabenbereich_cofog_feingliederung
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE (
    LOWER(aufgabenbereich_cofog_feingliederung) LIKE '%polizei%'
    OR LOWER(aufgabenbereich_cofog_feingliederung) LIKE '%feuerwehr%'
)
    AND jahr = 2020
    AND institutioneller_sektor = 'Staat';
"," Wie hoch waren die Mittel für die Polizei im Vergleich zu denen für die Feuerwehr im Jahr 2020?
",unknown,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT jahr, SUM(prozent_der_gesamtausgaben) as prozent_der_gesamtausgaben_fur_kommunikation_in_landgemeinden
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE LOWER(aufgabenbereich_cofog_feingliederung) LIKE '%kommunikation%'
    AND institutioneller_sektor = 'Gemeinden'
    AND jahr >= 2011
GROUP BY jahr
ORDER BY jahr ASC;
"," Wie hoch war der Anteil des Gemeinde Budgets, der seit 2011 für Kommunikation bereitgestellt wurde?
",unknown,de
staatsausgaben_nach_aufgabenbereichen_cofog,"SELECT aufgabenbereich_cofog_feingliederung, ausgaben_in_mio_chf as kantonale_ausgaben_in_mio_chf_jahr_2010
FROM staatsausgaben_nach_aufgabenbereichen_cofog WHERE aufgabenbereich_cofog_grobgliederung = 'Bildungswesen'
    AND jahr = 2020
    AND institutioneller_sektor = 'Kantone'
ORDER BY ausgaben_in_mio_chf DESC;
"," Wie verteilen sich die kantonalen Bildungsausgaben im Jahr 2010?
",unknown,de
criminal_offences_registered_by_police,"SELECT T.offence_criminal_code,
  SUM(T.number_criminal_offences_registered) AS offences_per_year
FROM criminal_offences_registered_by_police AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name = 'Switzerland'
  AND S.country = 'TRUE'
  AND T.year = 2022
  AND T.number_criminal_offences_registered > 10000
  AND T.offence_criminal_code != 'Offence - total'
GROUP BY T.year, T.offence_criminal_code
ORDER BY offences_per_year DESC;
"," Which offences had over 10,000 incidents in Switzerland in 2022. Provide the criminal codes and the number of incidents.
",unknown,en
criminal_offences_registered_by_police,"SELECT T.offence_criminal_code AS most_common_criminal_offence
FROM criminal_offences_registered_by_police AS T
JOIN spatial_unit AS S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name = 'Switzerland'
  AND S.country = 'TRUE'
  AND T.offence_criminal_code != 'Offence - total'
  AND T.number_criminal_offences_registered IS NOT NULL
GROUP BY T.offence_criminal_code
ORDER BY SUM(T.number_criminal_offences_registered) DESC LIMIT 1;
"," What is the most committed crime in Switzerland?
",unknown,en
criminal_offences_registered_by_police,"SELECT 100 * SUM(T.number_criminal_offences_solved) / SUM(T.number_criminal_offences_registered)
AS clearance_rate_for_bribery
FROM criminal_offences_registered_by_police AS T
JOIN spatial_unit AS S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name = 'Switzerland'
  AND S.country = 'TRUE'
  AND T.year = 2021
  AND T.number_criminal_offences_registered IS NOT NULL
  AND T.offence_category = 'Bribery';
"," What was the clearance rate for bribery in 2021 in Switzerland
",unknown,en
number_of_plantations_in_swiss_forest,"SELECT T.year, SUM(T.number_of_plantations) AS number_of_plantations_canton_uri
FROM number_of_plantations_in_swiss_forest as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE' AND S.name_de LIKE '%Uri%'
  AND T.type_of_owner = 'Type of owners - total'
  AND T.wood_species = 'Species - total'
  AND T.forest_zone != 'Switzerland'
  AND T.number_of_plantations != 0
GROUP BY T.year
ORDER BY T.year DESC;
"," List for each year the number of forests in Kanton Uri?
",unknown,en
number_of_plantations_in_swiss_forest,"SELECT
  ROUND(100 * SUM(CASE WHEN LOWER(wood_species) LIKE '%deciduous%'
       THEN number_of_plantations ELSE 0 END) /
  SUM(CASE WHEN LOWER(wood_species) LIKE '%total%'
       THEN number_of_plantations ELSE 0 END),
  2) AS percentage_deciduous_forests,
    ROUND(100 * SUM(CASE WHEN LOWER(wood_species) LIKE '%conifers%'
       THEN number_of_plantations ELSE 0 END) /
   SUM(CASE WHEN LOWER(wood_species) LIKE '%total%'
       THEN number_of_plantations ELSE 0 END),
  2) AS percentage_coniferous_forests
FROM number_of_plantations_in_swiss_forest as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND T.year = 2020
  AND S.name = 'Switzerland'
  AND T.type_of_owner = 'Type of owners - total';
"," What were proportions, in percent, of deciduous and coniferous forests in Switzerland in 2020?
",unknown,en
number_of_plantations_in_swiss_forest,"SELECT T.forest_zone, SUM(T.number_of_plantations) as number_of_plantations
FROM number_of_plantations_in_swiss_forest as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND T.type_of_owner = 'Type of owners - total'
  AND T.year = 2022
  AND T.number_of_plantations != 0 AND number_of_plantations IS NOT NULL
  AND T.forest_zone != 'Switzerland'
GROUP BY T.forest_zone
ORDER BY number_of_plantations DESC LIMIT 3;
"," By 2022: Which three forest zones had the most plantations in Switzerland? Provide the forest zones together with the number of plantations.
",unknown,en
tourism_economy_by_canton,"SELECT T.total_full_time_employment_of_tourism
FROM tourism_economy_by_canton as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
    AND S.name = 'Switzerland'
    AND T.year = 2019;
"," How many FTE were allocated to tourism were there in Switzerland 2019?
",medium,en
